Directive ID,Administration,President,Directive Type,Number,Title,Signed Date,Published Date,Federal Register Citation,Federal Register URL,Official PDF URL,Related Directive IDs,Relationship Notes,First Seen,Last Changed,Content Fingerprint,Review Status,ARRP Record IDs,Source IDs,Disposition Rationale,Reviewed Date
2025-06159,Trump II,Donald Trump,Proclamation,10911,"National Child Abuse Prevention Month, 2025",2025-04-03,2025-04-09,90 FR 15203,https://www.federalregister.gov/documents/2025/04/09/2025-06159/national-child-abuse-prevention-month-2025,https://www.govinfo.gov/content/pkg/FR-2025-04-09/pdf/2025-06159.pdf,,,2026-07-21,2026-07-21,185638facb3105919cb5b85d19eec952635503c10bdda1e29c9f7824c0e9b9cd,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06160,Trump II,Donald Trump,Proclamation,10912,"National Donate Life Month, 2025",2025-04-03,2025-04-09,90 FR 15205,https://www.federalregister.gov/documents/2025/04/09/2025-06160/national-donate-life-month-2025,https://www.govinfo.gov/content/pkg/FR-2025-04-09/pdf/2025-06160.pdf,,,2026-07-21,2026-07-21,8739f03e70e9e4a13e0a7392c41a53980f3f4ca686cf883d170bee371439c05c,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06161,Trump II,Donald Trump,Proclamation,10913,"National Sexual Assault Awareness and Prevention Month, 2025",2025-04-03,2025-04-09,90 FR 15207,https://www.federalregister.gov/documents/2025/04/09/2025-06161/national-sexual-assault-awareness-and-prevention-month-2025,https://www.govinfo.gov/content/pkg/FR-2025-04-09/pdf/2025-06161.pdf,,,2026-07-21,2026-07-21,0a62aee759a688205960dd66b704edefcab4e11ff893d21723fd18f88af34e7d,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06162,Trump II,Donald Trump,Executive Order,14258,Extending the TikTok Enforcement Delay,2025-04-04,2025-04-09,90 FR 15209,https://www.federalregister.gov/documents/2025/04/09/2025-06162/extending-the-tiktok-enforcement-delay,https://www.govinfo.gov/content/pkg/FR-2025-04-09/pdf/2025-06162.pdf,,"See: EO 14166, January 20, 2025; EO 14310, June 19, 2025; EO 14352, September 25, 2025",2026-07-21,2026-07-21,b64c747ff2fb41cd83ea8a3601a74abe5d68e119b44bc12cc302b96db2681210,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06289,Trump II,Donald Trump,Notice,,Continuation of the National Emergency With Respect to Somalia,2025-04-08,2025-04-10,90 FR 15391,https://www.federalregister.gov/documents/2025/04/10/2025-06289/continuation-of-the-national-emergency-with-respect-to-somalia,https://www.govinfo.gov/content/pkg/FR-2025-04-10/pdf/2025-06289.pdf,,,2026-07-21,2026-07-21,b3cba8d15cee91fa27d52e82898764d47d6a366dccce44f19c1b59ab5a8ff125,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06378,Trump II,Donald Trump,Executive Order,14259,Amendment to Reciprocal Tariffs and Updated Duties as Applied to Low-Value Imports From the People's Republic of China,2025-04-08,2025-04-14,90 FR 15509,https://www.federalregister.gov/documents/2025/04/14/2025-06378/amendment-to-reciprocal-tariffs-and-updated-duties-as-applied-to-low-value-imports-from-the-peoples,https://www.govinfo.gov/content/pkg/FR-2025-04-14/pdf/2025-06378.pdf,,"See: EO 14256, April 2, 2025; EO 14257, April 2, 2025; EO 14298, May 12, 2025; EO 14334, August 11, 2025; Notice of March 24, 2026 (91 FR 15517)",2026-07-21,2026-07-21,37f1eabc906ab474db211d7360783d204736a3bf1ebaeec7f4dc66b6c6feaa08,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06379,Trump II,Donald Trump,Executive Order,14260,Protecting American Energy From State Overreach,2025-04-08,2025-04-14,90 FR 15513,https://www.federalregister.gov/documents/2025/04/14/2025-06379/protecting-american-energy-from-state-overreach,https://www.govinfo.gov/content/pkg/FR-2025-04-14/pdf/2025-06379.pdf,,,2026-07-21,2026-07-21,267bd5ecebb561fb6a345b3c112af7f0647dd470dd5f613e0a0c89e268cb88e6,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06380,Trump II,Donald Trump,Executive Order,14261,Reinvigorating America's Beautiful Clean Coal Industry and Amending Executive Order 14241,2025-04-08,2025-04-14,90 FR 15517,https://www.federalregister.gov/documents/2025/04/14/2025-06380/reinvigorating-americas-beautiful-clean-coal-industry-and-amending-executive-order-14241,https://www.govinfo.gov/content/pkg/FR-2025-04-14/pdf/2025-06380.pdf,,"Amends: EO 14241, March 20, 2025 See: EO 14386, February 11, 2026",2026-07-21,2026-07-21,74b12370428b8ee41f017f53b10eb17e9c4b96b915c55ac53973b80185ec7255,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06381,Trump II,Donald Trump,Executive Order,14262,Strengthening the Reliability and Security of the United States Electric Grid,2025-04-08,2025-04-14,90 FR 15521,https://www.federalregister.gov/documents/2025/04/14/2025-06381/strengthening-the-reliability-and-security-of-the-united-states-electric-grid,https://www.govinfo.gov/content/pkg/FR-2025-04-14/pdf/2025-06381.pdf,,"See: EO 14156, January 20, 2025; EO 14386, February 11, 2026",2026-07-21,2026-07-21,4f4bfffe8bf0b53c0380eebe960081ee176303ed1b442922e84fb02c758390fd,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06936,Trump II,Donald Trump,Proclamation,10914,Regulatory Relief for Certain Stationary Sources To Promote American Energy,2025-04-08,2025-04-21,90 FR 16777,https://www.federalregister.gov/documents/2025/04/21/2025-06936/regulatory-relief-for-certain-stationary-sources-to-promote-american-energy,https://www.govinfo.gov/content/pkg/FR-2025-04-21/pdf/2025-06936.pdf,,,2026-07-21,2026-07-21,6d7a64c7a6235af59189cb59047cb51828ff929ee79be996cb0a5419d614e928,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06458,Trump II,Donald Trump,Executive Order,14263,Addressing Risks From Susman Godfrey,2025-04-09,2025-04-15,90 FR 15615,https://www.federalregister.gov/documents/2025/04/15/2025-06458/addressing-risks-from-susman-godfrey,https://www.govinfo.gov/content/pkg/FR-2025-04-15/pdf/2025-06458.pdf,,"See: EO 14147, January 20, 2025; EO 14230, March 6, 2025",2026-07-21,2026-07-21,0a7c0883f8594842e9c67b0052ad7ff42a595ecb1a4b73f36d794e692590ec57,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06459,Trump II,Donald Trump,Executive Order,14264,Maintaining Acceptable Water Pressure in Showerheads,2025-04-09,2025-04-15,90 FR 15619,https://www.federalregister.gov/documents/2025/04/15/2025-06459/maintaining-acceptable-water-pressure-in-showerheads,https://www.govinfo.gov/content/pkg/FR-2025-04-15/pdf/2025-06459.pdf,,,2026-07-21,2026-07-21,ee608582f004cdc28ac30617d1306f7379cbbcb0e909bee3c3fcf4a474b88fb7,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06461,Trump II,Donald Trump,Executive Order,14265,Modernizing Defense Acquisitions and Spurring Innovation in the Defense Industrial Base,2025-04-09,2025-04-15,90 FR 15621,https://www.federalregister.gov/documents/2025/04/15/2025-06461/modernizing-defense-acquisitions-and-spurring-innovation-in-the-defense-industrial-base,https://www.govinfo.gov/content/pkg/FR-2025-04-15/pdf/2025-06461.pdf,,"See: EO 14192, January 31, 2025",2026-07-21,2026-07-21,be24d56148eeabc0fa5ff317a0d1590c54dcae12029470b3b3ab5f4a9f5da02c,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06462,Trump II,Donald Trump,Executive Order,14266,Modifying Reciprocal Tariff Rates To Reflect Trading Partner Retaliation and Alignment,2025-04-09,2025-04-15,90 FR 15625,https://www.federalregister.gov/documents/2025/04/15/2025-06462/modifying-reciprocal-tariff-rates-to-reflect-trading-partner-retaliation-and-alignment,https://www.govinfo.gov/content/pkg/FR-2025-04-15/pdf/2025-06462.pdf,,"See: EO 14257, April 2, 2025; EO 14259, April 8, 2025; EO 14298, May 12, 2025; EO 14316, July 7, 2025; EO 14334, August 11, 2025; Notice of March 24, 2026 (91 FR 15517)",2026-07-21,2026-07-21,13b68634b75b4f819a666d8225c5ac6c6770527f9670b2078b791728808558b4,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06463,Trump II,Donald Trump,Executive Order,14267,Reducing Anti-Competitive Regulatory Barriers,2025-04-09,2025-04-15,90 FR 15629,https://www.federalregister.gov/documents/2025/04/15/2025-06463/reducing-anti-competitive-regulatory-barriers,https://www.govinfo.gov/content/pkg/FR-2025-04-15/pdf/2025-06463.pdf,,"See: EO 12866, September 30, 1993; EO 14219, February 19, 2025",2026-07-21,2026-07-21,20ea1cd30dba1f917855ae2eb5f482378d0459925911b7132cbebbfe8ed0e3e4,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06464,Trump II,Donald Trump,Executive Order,14268,Reforming Foreign Defense Sales To Improve Speed and Accountability,2025-04-09,2025-04-15,90 FR 15631,https://www.federalregister.gov/documents/2025/04/15/2025-06464/reforming-foreign-defense-sales-to-improve-speed-and-accountability,https://www.govinfo.gov/content/pkg/FR-2025-04-15/pdf/2025-06464.pdf,,"See: EO 14383, February 6, 2026; EO 14384, February 6, 2026",2026-07-21,2026-07-21,b4a27195974a410ad653b3919d53bf8f095af8200ad6abb84a18ca366a1d46d4,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06465,Trump II,Donald Trump,Executive Order,14269,Restoring America's Maritime Dominance,2025-04-09,2025-04-15,90 FR 15635,https://www.federalregister.gov/documents/2025/04/15/2025-06465/restoring-americas-maritime-dominance,https://www.govinfo.gov/content/pkg/FR-2025-04-15/pdf/2025-06465.pdf,,"See: EO 14192, January 31, 2025",2026-07-21,2026-07-21,542b0dfd65bd1109882212092835e4bbfe27d7724b46b9587518e706a06672b4,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06466,Trump II,Donald Trump,Executive Order,14270,Zero-Based Regulatory Budgeting To Unleash American Energy,2025-04-09,2025-04-15,90 FR 15643,https://www.federalregister.gov/documents/2025/04/15/2025-06466/zero-based-regulatory-budgeting-to-unleash-american-energy,https://www.govinfo.gov/content/pkg/FR-2025-04-15/pdf/2025-06466.pdf,,"See: EO 14158, January 20, 2025; EO 14192, January 31, 2025",2026-07-21,2026-07-21,17612d66f14736e532b30fc3ec66fcc6a3b9fefc257a7fc3e32a8cc1265a9bd7,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06960,Trump II,Donald Trump,Proclamation,10915,"National Crime Victims' Rights Week, 2025",2025-04-09,2025-04-22,90 FR 16785,https://www.federalregister.gov/documents/2025/04/22/2025-06960/national-crime-victims-rights-week-2025,https://www.govinfo.gov/content/pkg/FR-2025-04-22/pdf/2025-06960.pdf,,,2026-07-21,2026-07-21,9a5278adbec1630fe295ff36ef315bac5f00411d4642a5f38a77811d342ca535,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06961,Trump II,Donald Trump,Proclamation,10916,"Education and Sharing Day, U.S.A., 2025",2025-04-09,2025-04-22,90 FR 16787,https://www.federalregister.gov/documents/2025/04/22/2025-06961/education-and-sharing-day-usa-2025,https://www.govinfo.gov/content/pkg/FR-2025-04-22/pdf/2025-06961.pdf,,,2026-07-21,2026-07-21,91752f42003b3c9961836920e3d0366afe32886e51585320c5d2bc5fee5720ae,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06962,Trump II,Donald Trump,Proclamation,10917,"National Former Prisoner of War Recognition Day, 2025",2025-04-09,2025-04-22,90 FR 16789,https://www.federalregister.gov/documents/2025/04/22/2025-06962/national-former-prisoner-of-war-recognition-day-2025,https://www.govinfo.gov/content/pkg/FR-2025-04-22/pdf/2025-06962.pdf,,,2026-07-21,2026-07-21,c1d3cc7074153b5be2197915a8c9ccb9a1026b4a5689f2ce89dcc98ae97fc667,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06399,Trump II,Donald Trump,Notice,,Continuation of the National Emergency With Respect to Specified Harmful Foreign Activities of the Government of the Russian Federation,2025-04-10,2025-04-14,90 FR 15523,https://www.federalregister.gov/documents/2025/04/14/2025-06399/continuation-of-the-national-emergency-with-respect-to-specified-harmful-foreign-activities-of-the,https://www.govinfo.gov/content/pkg/FR-2025-04-14/pdf/2025-06399.pdf,,,2026-07-21,2026-07-21,475f7b4a7d13b650f20eda55a2c3d31c9b669159ec7851a46ad5f77f671cceb7,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06799,Trump II,Donald Trump,Notice,,Continuation of the National Emergency and of the Emergency Authority Relating to the Regulation of the Anchorage and Movement of Russian-Affiliated Vessels to United States Ports,2025-04-15,2025-04-17,90 FR 16431,https://www.federalregister.gov/documents/2025/04/17/2025-06799/continuation-of-the-national-emergency-and-of-the-emergency-authority-relating-to-the-regulation-of,https://www.govinfo.gov/content/pkg/FR-2025-04-17/pdf/2025-06799.pdf,,,2026-07-21,2026-07-21,242dd1e21611706728a285b7465414196aa264a7a6ed03cf0b224f2102a080f3,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2025-06835,Trump II,Donald Trump,Executive Order,14271,"Ensuring Commercial, Cost-Effective Solutions in Federal Contracts",2025-04-15,2025-04-18,90 FR 16433,https://www.federalregister.gov/documents/2025/04/18/2025-06835/ensuring-commercial-cost-effective-solutions-in-federal-contracts,https://www.govinfo.gov/content/pkg/FR-2025-04-18/pdf/2025-06835.pdf,,"See: EO 14369, December 18, 2025",2026-07-21,2026-07-21,48687a5df43f9c8f0a2b3f5bb288a31ba4c00b48470d59f915d17a28acf92a76,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
